Approved,Title,CommitCount,Reviews
True,Bugs/fixes and refactor,6,Ritesh  Sainju
True,Access manamgnet issue on workplace create privilege fixed,1,Abin Khatiwada
True,"Resolve KS-1283 ""Task/ui rbac workplace pp update/""",7,Abin Khatiwada
True,Feature/access management,7,Ritesh  Sainju
True,Member's view settings/team ui,4,Abin Khatiwada
True,"Resolve KS-1234 ""Feature/member search/""",5,Ritesh  Sainju
True,default private option  selection for add contact,1,Sundar Shahi
True,feat: contact profile upload fron detail page,1,Ritesh  Sainju
True,"Resolve KS-1210 ""Task/ui rbac numbers/""",2,Abin Khatiwada
True,show transferedAudio in callbox,2,Sundar Shahi
True,"Resolve KS-1215 ""Bug/respective workspacedata not showing/""",4,Sundar Shahi
True,fixed updating cache even in error,1,Ritesh  Sainju
True,update workplace ui for member's view,1,Abin Khatiwada
True,"Resolve KS-1207 ""Task/ui rbac/"" screen: settings/member",2,Abin Khatiwada
True,"Resolve KS-1196 ""Task/ui refining call states/""",2,[]
True,fixed showing wrong flag,1,Ritesh  Sainju
True,"Resolve KS-1184 ""Task/ui animated wave/""",3,[]
True,show call duration in feedback screen for incoming and outgoing calls,1,Sundar Shahi
True,Phone widget new design,91,[]
True,Develop,4,[]
True,Call Transfer feature for incoming calls,13,Sundar Shahi
True,refactor: separate styles according to screens,2,Ritesh  Sainju
True,"Resolve KS-1089 ""Feature/contacts forward backward pagination/""",4,Ritesh  Sainju
True,"KS-1174 ""Task/refine refactor feedback screen/""",2,Ritesh  Sainju
True,update call transfer list height for incoming/outgoing,1,Ritesh  Sainju
True,"display widget settings, fix line-height in settings dropdown",1,Ritesh  Sainju
True,add spacings in scrollbar,1,Ritesh  Sainju
True,inspect & refine spacings in widget body ( Call in progress  screen),1,Ritesh  Sainju
True,Show channel info in phone widget topbar(incoming and outgoing calls),3,Sundar Shahi
True,"KS-1154 ""Task/refine refactor widget incoming outgoing except call in progress/""",3,Ritesh  Sainju
True,fix call end btn flickering issue,1,Ritesh  Sainju
True,"fix svg issue, show call transfer ui in incoming call",2,Ritesh  Sainju
True,refine end call screen,6,Ritesh  Sainju
True,Task/contatc logs from contact,2,Ritesh  Sainju
True,Call ended screen after the call disconnected,1,Sundar Shahi
True,"Update KS-1035 ""Task/call transfer ui/""",4,Ritesh  Sainju
True,"Resolve KS-1059 ""Task/timer for call recording widget/""",4,Sundar Shahi
True,single action handler for call and message action in contact,1,Ritesh  Sainju
True,remove add button from call end screen,1,Ritesh  Sainju
True,Refactor/widget call,7,Ritesh  Sainju
True,edit note in  incoming outgoing widget,2,Sundar Shahi
True,add tag and update contact from incomming and outgoing,2,Ritesh  Sainju
True,Add notes in incoming call widget with editable field in end call screen,3,Sundar Shahi
True,Refactor/widget tag,2,Tashi Lama
True,"refactor Call in Progress, ui fixes",4,Ritesh  Sainju
True,Show added notes outgoing call widget,2,Sundar Shahi
True,Add notes outgoing call,7,Sundar Shahi
True,Update branch,6,[]
True,make separate screens from callinprogress,3,Ritesh  Sainju
True,Refactor/add contact and fixes,4,Ritesh  Sainju
True,Task/refactor widget outgoing,2,Ritesh  Sainju
True,"KS-994 ""Task/redesign incoming widget/""",3,Ritesh  Sainju
True,Refactor/chatbox  anad logs (Seprated query and UI ),3,Ritesh  Sainju
True,Task/refactor outgoing widget redesign,3,Sundar Shahi
True,Incoming call Recording,4,Sundar Shahi
True,"Resolve KS-906 ""Task/image upload team/""",5,Ritesh  Sainju
True,feat: current user mark in sidebar member,1,Ritesh  Sainju
True,separate my number columns,1,Tushant Khatiwada
True,Refactor/contact detail,2,Sundar Shahi
True,Refactor/add number to cart,2,Tushant Khatiwada
True,change route of number/add to buy,1,Tushant Khatiwada
True,used hooks for graphql operation and local states,1,Sundar Shahi
True,refactor: fetched pinned message of channel without depending on contact,2,Ritesh  Sainju
True,hot fix new conatct removed use of history state,1,Tushant Khatiwada
True,removed use of history state for new contact logs,5,Ritesh  Sainju
True,Feature/pin unpin contact log,9,Ritesh  Sainju
True,record outgoing calls,4,Sundar Shahi
True,pin contact ui,0,Tushant Khatiwada
True,changed with expected no contact ui,3,Sundar Shahi
True,Task/show new contact message logs,3,Sundar Shahi
True,sepration ofmutation and form in password reset-forgot,1,Ritesh  Sainju
True,voicemail integration in chatbox,1,[]
True,Bug/team member delete,6,Ritesh  Sainju
True,Bug/quick fixes,2,Ritesh  Sainju
True,Bug/team member delete,4,Ritesh  Sainju
True,Bug/sidebar,6,Ritesh  Sainju
True,contact detail is shown on refresh,5,Ritesh  Sainju
True,refactor:seprate mutation and UI logic in member,1,Ritesh  Sainju
True,Bug/ks 1002,4,Ritesh  Sainju
True,Task/redesign dialer/ks 996,2,[]
True,Bug/ks 982 and refactor schema,9,Ritesh  Sainju
True,fixed call type icon in contact logs based on cal direction and status,1,Sundar Shahi
True,Bug/input field text color/ks 967,4,[]
True,Task/ui fixes/ks,5,Sundar Shahi
True,Remove agent name in call status,1,[]
True,fix not able to add member in team,1,[]
True,Refactor/separate UI api pinmessage,4,[]
True,Refactor/team,4,[]
True,Task/test refine refactor UI,7,[]
True,migrated to hook-form v7 ,10,[]
True,separate mutation api logic for send sms,1,[]
True,Refactor/separate UI api chatbox messages,3,[]
True,seprate api logic and UI,3,[]
True,Bug/disallow space as first char,2,[]
True,Refactor/chatbox message component,2,[]
True,Task/contact logs refactor,5,[]
True,Task/websocket authentication,3,[]
True,refactor workspace member delete,1,[]
True,Refactor/seprate api and UI logic,2,[]
True,debounce workspace switch and break ui and logic,1,[]
True,Task/UI fixing,8,[]
True,bug[FIX]:remove contact row selection after action,1,[]
True,Chatbox show msg delivered,2,[]
True,Bug/fix not showing member profilePicture in sidebar,2,[]
True,Refactor/channel dnd,4,[]
True,Task/UI fix table filter dropdown,3,[]
True,hide loggedin user from members list of sidebar,1,[]
True,Task/checkout numbers,3,[]
True,Bugfixes/workspace detail sidebar,3,[]
True,Bug/share access edit fix/ks 905,4,[]
True,Refactor/cache modify evict gc,7,[]
True,Bug/ks 903/profile image,6,[]
True,"update query for members, ui functionality, check icon",1,[]
True,Task/update call duration callstatus chatbox,7,[]
True,Task/list  item in cart and remove item from cart,10,[]
True,Task/UI fixes/ks 935,3,[]
True,refactor: twilliow provider only in private route,1,[]
True,refactor: remove useLoading and fix undefined error,1,[]
True,Task/update contact logs tab,12,[]
True,Bug/wrong delete pop,2,[]
True,Task/UI fixes and refactor,8,[]
True,Hotfix/show call icon sms in contactlogs,2,[]
True,show icons for incoming outgoing and show partial sms text in recent conversation,1,[]
True,Task/add to cart,5,[]
True,fixed issue for message flicker in chatbox,1,[]
True,show call duration for completed calls,2,[]
True,Code refactors,20,[]
True,Feature/mute mic phone widget/ks 876,4,[]
True,fix console errors,1,[]
True,Task/UI fixes/ks 867,4,[]
True,console error fixes for duplicate key,3,[]
True,Bugfixes/chatbox sendsms,4,[]
True,fix: undefined  user during verification,1,[]
True,removed unnecessary props passing and memoized styled atom,1,[]
True,Task/refine number settings 2/ks 856,5,[]
True,fix inbox ui,1,[]
True,Refactor/requested change and fixes,4,[]
True,Bug/archive add confirmation and update cache/ks 267,4,[]
True,Task/call status plan,2,[]
True,removed email population on change email form,1,[]
True,Task/senty integration,12,[]
True,slight issue on reply with message,1,[]
True,Task/refine numbers/ks 828,5,[]
True,fix not showing team update toast,1,[]
True,fix: KS-305 automatic remove team member while adding new,1,[]
True,fix unbable to share number,1,[]
True,Task/workspace changes default workspace,2,[]
True,null value in team member,1,[]
True,constants used as CAPITAL,1,[]
True,optimize number search,1,[]
True,Hotfix and graphql generate,2,[]
True,Task/show only completed callstatus/ks 827,3,[]
True,show message after sending right away,1,[]
True,twilio device refine,9,[]
True,[FIX] status not changed after email verification from toast,1,[]
True,Task/numbers pending purchase UI/krisp 1385,4,[]
True,search number by match,3,[]
True,[Number Search ] use functional version of useState to prevent re-render,2,[]
True,Task/search number api integration,5,[]
True,Task/UI fixes/krisp 1383,3,[]
True,schema fixes,1,[]
True,Task/UI fixes/krisp 1364,7,[]
True,refresh results with refetch,1,[]
True,infinite scroll in member list and invited member list,1,[]
True,Task/search number,4,[]
True,Schema fixes,4,[]
True,number cart new UI,1,[]
True,Task/refine contacts blocked/krisp 1332,5,[]
True,Task/search number new UI,7,[]
True,Fixes on conversation,12,[]
True,refactor all dropdowns,1,[]
True,remove workspaceid,1,[]
True,refactor: show correct flag in numbercard dropdown,1,[]
True,Refactor/fixes certain edge cases,8,[]
True,Task/fixes UI/krisp 1293,3,[]
True,api integration,2,[]
True,"fix member add, remove and update in team setting",1,[]
True,one space removed in classname,1,[]
True,removing workspace id once user logs out,2,[]
True,cleanup selected row in unmount,1,[]
True,exception handling for device offline and no audio device  access,1,[]
True,validate number according to country from dialer,1,[]
True,Task/refine UI/krisp 1279,8,[]
True,avoid number duplication on cart,4,[]
True,Feature/badge count numbers/krisp 1280,2,[]
True,bugs:[FIX] validate numbers according to country,3,[]
True,Task/update billing information,4,[]
True,delete contact implementation,1,[]
True,Task/UI fixes/krisp 1240,7,[]
True,removed empty file,2,[]
True,Add remove number from cart,2,[]
True,Task/filter blocked contact,3,[]
True,Contact block multiple,8,[]
True,Task/auto turn off dnd/krisp 1241,7,[]
True,Task/refine dnd UI/krisp 1239,2,[]
True,block unblock contact new ui,1,[]
True,donot allow caller to dail own number,2,[]
True,Task/dnd dropdown UI final,3,[]
True,fix <=9,1,[]
True,Refactor/code cleanup,3,[]
True,Task/prepend zero utils,2,[]
True,pause notification end time,4,[]
True,Hotfixes/april 2,2,[]
True,Refactor/sticky contat details page,2,[]
True,Refactor/fixes,2,[]
True,removed emoji container from number setting,1,[]
True,Feature/channel dnd turn off/krisp 539,2,[]
True,Fix/inbox UI/krisp 1209,6,[]
True,Task/disable message input,2,[]
True,Task/contacts filter from tags/krisp 1223,2,[]
True,Hotfix/dialer input form fixes,2,[]
True,add do not disturb dropdown rough ui,1,[]
True,contacts filter from tags,4,[]
True,fix translation key,2,[]
True,Feature/block contact/krisp 544,2,[]
True,Refactor/phone call widget,3,[]
True,Channel dnd - more work is left yet,4,[]
True,Add pop up on contact csv import,4,[]
True,fix tag color and profilePicture not showing in contact list,1,[]
True,refactor: forced render pannel to stop internal lazyLoading,1,[]
True,Task/refactor refine UI krisp 1199,5,[]
True,using constants for action type,1,[]
True,use constants on actions,2,[]
True,Task/tag navigation dnd status,3,[]
True,Feature/reset password/krisp 560,8,[]
True,Task/handle outgoing call,12,[]
True,Task/spinner component,4,[]
True,set channel DND status,4,[]
True,Refactor/tags krisp 1195,3,[]
True,Task/edit share access krisp 1193,9,[]
True,Task/refactor mic,3,[]
True,fix contact search,1,[]
True,Refactor/share access,3,[]
True,Task/add translation settings/krisp 1184,5,[]
True,Feature/add tags from contact/krisp 540,23,[]
True,Fix/contact detail flicker,2,[]
True,editing state for share access,3,[]
True,fixed issue in number name edit,1,[]
True,Feature/share number with team/krisp 988,2,[]
True,Task/general settings edit update cache/krisp 1170,2,[]
True,Task/general settings edit update cache/krisp 1170,2,[]
True,Fixed issue in client notes and changes made for Userprofile fragments,1,[]
True,Feature/view number settings/krisp 864,2,[]
True,Feature/view number settings/krisp 864,3,[]
True,Feature/search available number,3,[]
True,Task/UI microphone check/krisp 1181,5,[]
True,Feature/add tags from contact/krisp 540,3,[]
True,Feature/add tags from contact/krisp 540,1697,[]
True,Feature/search available numbers/krisp 840,7,[]
True,Refactor/code splitting,2,[]
True,Refactor/code splitting,2,[]
True,Hotfix/contacts caching,2,[]
True,Feature/list tags navigation/krisp 1158,5,[]
True,Task/settings members dropdown refine/krisp 1178,3,[]
True,update,1,[]
True,refactor: edit number folder structure and remove unnecessary code.,1,[]
True,task/update-call-logs-from-subscription,1,[]
True,Feature/list all my numbers/krisp 841,7,[]
True,Task/contact api changes fix,4,[]
True,handle conditions for call option in contact list/detail,1,[]
True,Feature/update call status/krisp 914,13,[]
True,useOnclickOutside,2,[]
True,Refactor/atomic design structure,2,[]
True,restructure folder atomic design,2,[]
True,refactor: seprated delete modal component from setting member dropdown,1,[]
True,Refactor/number card,4,[]
True,Task/UI custom tags/krisp 1164,11,[]
True,Bugs/contact add detail,5,[]
True,Refactor/add utility and fix bug,4,[]
True,Twilio client,36,[]
True,Task/UI tags/krisp 1152,4,[]
True,Task/list number from api in member,2,[]
True,Task/unpin message from top bar,11,[]
True,fix: undefined in new contact,1,[]
True,Task/refine UI member invite/krisp 1140,4,[]
True,Feature/search  and filters,9,[]
True,Task/refactoring/krisp 1131,5,[]
True,Bug/existing member invite/krisp 1017,3,[]
True,Bug/back to team list after delete,1,[]
True,Persist and Rehydrate Cache,2,[]
True,add badge,4,[]
True,Task/disable message now button on detail page,1,[]
True,using typePolicies to show unseen count on Channel Type,1,[]
True,Task/refine UI/k risp 1123,3,[]
True,Bug/default language/krisp 1116,3,[]
True,refactor: redirect to number buy page on no number,1,[]
True, [FIX #272 ] allContact query didn't cleared after navigate to others route,2,[]
True,showing new conversation count on a badge,2,[]
True,Bug/refetch new invited members/krisp 1117,2,[]
True,Task/custom table pagination/krisp 1120,5,[]
True,chore: api integrate search in contact list,1,[]
True,Bug/add team update cache/krisp 1115,2,[]
True,Feature/archive message/krisp 1077,7,[]
True,Refine Sign up,1,[]
True,[REVIEW ONLY] Feature/search contact/krisp 533,3,[]
True,Bug/update cache workspace add/1105,2,[]
True,Task/refine user auth UI/krisp 1104,3,[]
True,Task/remove workspace id/krisp 1112,3,[]
True,Refactor/member invitee login,5,[]
True,"Pin Unpin and Stare, Unstare",5,[]
True,Task/design fix contact detail/krisp 1083,3,[]
True,search conversation,12,[]
True,Hotfix/invite login change schema,2,[]
True,Task/refine sidebar UI/krisp 1080,2,[]
True,Hotfix/fix contact issue/krisp 1011,4,[]
True,Feature/editable contact name/krisp 1079,3,[]
True,refactor: reorganise client-to-agent chat-box  folder structure,1,[]
True,added editable field for name in contact detail ,2,[]
True,Bug/contact detail update allcontacts,3,[]
True,Task/refine UI contact message dropdown/krisp 1062,3,[]
True,refactor: removed antd icons,1,[]
True,Hotfix/fix contact bug,3,[]
True,fixed issue for sorting chat messages,1,[]
True,Refactor/contact logs,5,[]
True,Show contact in contact logs when redirect from contact list,12,[]
True,Task/add playbackrate audioplayer UI/krisp 1056,5,[]
True,Hotfix/fix contact bug,4,[]
True,Add universal search ui,3,[]
True,Task/auto refresh contact logs on new msg,5,[]
True,Refactor/conversation sorting and update,2,[]
True,refactor: use route from constant,1,[]
True,auto refresh chat message on receive and send,1,[]
True,Refactor/intersection observer and token refresh,9,[]
True,Task/scroll bar chatbox/krisp 1048,3,[]
True,Task/inbox search contacts UI/krisp 1038,4,[]
True,send sms from contact list/krisp 547,15,[]
True,change email mutation,1,[]
True,Task/inbox refine UI/krisp 995,3,[]
True,Feature/contact pagination/krisp 986,4,[]
True,Feature/change email/krisp 814,2,[]
True,moved files to respective folder,1,[]
True,Refactor: Modals,4,[]
True,Fixes/callbox status fixes,3,[]
True,Feature/delete note,10,[]
True,Feature/inbox list/krisp 877,25,[]
True,[REFINEMENT] CallBox,4,[]
True,Task/refine billing plans pop ups 2/krisp 959,6,[]
True,Task/utils time duration from now/krisp 981,3,[]
True,Task/utils time duration from now/krisp 981,3,[]
True,Refactor enable notification workspace setting,2,[]
True,Task/refine billing plans pop ups/krisp 943,5,[]
True,Feature/chatbox notes api integration/krisp 543,5,[]
True,chore: api call on tab change,4,[]
True,Feature/call box contact detail,2,[]
True,"Refine overview, billing, receipts",2,[]
True,Theme variable suggestions using declaration merging,2,[]
True,refactor: removed unused assets,1,[]
True,Task/api integration workspace notification/krisp 929,3,[]
True,Refactor/import module,2,[]
True,Task/email chip component/krisp 930,4,[]
True,Inbox list,3,[]
True,refactor number settings,4,[]
True,folder structuring,1,[]
True,Refactor/contact module,4,[]
True,chore: workspace add modal and form localize,1,[]
True,Refactor/navigation,3,[]
True,"Add Upload functionality, make selected audio playable",2,[]
True,restructure folder for navigations,1,[]
True,Refactor/email verification alert reminder,3,[]
True,Code cleanup and refactor,5,[]
True,Feature/send message mutation/krisp 817,3,[]
True,Task/number settings voicemail UI/krisp 913,8,[]
True,Static/languages json,5,[]
True,Task/localaization  settings,9,[]
True,Contact Table checkbox - check on clicking image,1,[]
True,Feature/localaization implementation/krisp 883,17,[]
True,Feature/list workspace,5,[]
True,Hotfix/comment ws link codes,2,[]
True,Task/number settings select function/krisp 907,9,[]
True,added company in client gql query schema,1,[]
True,Feature/localaization krisp 885,6,[]
True,Add NumberSettings-Team Shared screen,1,[]
True,Display logout pop over to the front,1,[]
True,Task/add number settings individual UI/krisp 902,5,[]
True,refactor: reorganaize organism folder structure,1,[]
True,Feature/update contact information/krisp 545,28,[]
True,"Align Circular progress bar, Fix Date style",1,[]
True,Feature/update workplace/krisp 473,2,[]
True,Task/settings numbers refine UI/krisp 832,10,[]
True,Cleanup,3,[]
True,Update Workspace Photo,3,[]
True,Bug/firing app url on upload/krisp 866,3,[]
True,Feature/sms message/krisp 815,6,[]
True,Feature/resend invitation and copy link/krisp 465,15,[]
True,Fix/workspace members as per api,2,[]
True,Feature/change role and remove workspace member/krisp 785 464,4,[]
True,refactor: implement proper type for query and use of immer,1,[]
True,Refactoring,4,[]
True,Task/refine UI settings page/krisp 813,11,[]
True,[FIX] Error message showing after delete success,2,[]
True,Refactor/my profile module,4,[]
True,refactor: showing error key instead of whole message.,1,[]
True,refactor: removed updating cache and used localstate to update,1,[]
True,"[POC] update objects, arrays without mutating the original. ",2,[]
True,Feature/change default language/krisp 481,6,[]
True,Feature/delete workspace/krisp 474,5,[]
True,Task/refine UI settings page/krisp 783,6,[]
True,Feature/api integration my profile/krisp 460,8,[]
True,chore: filter team list after delete,1,[]
True,useCountryFromIp,3,[]
True,fixes like workspace name and title,1,[]
True,Intersection Observer implementation for Infinite Scrolling,4,[]
True,Feature/delete team/krisp 603,5,[]
True,Task/refine UI settings page/krisp 779,2,[]
True,Feature/api integration my profile/krisp 460,5,[]
True,Feature/invite member from navigation/krisp 455,2,[]
True,Task/refine UI settings page/krisp 769,8,[]
True,few code prettified,1,[]
True,Feature/workspace member list/krisp 456,2,[]
True,refactor: fix certain lint warning ,2,[]
True,Task/update nav with team,10,[]
True,Task/refine UI contact page/krisp 748,4,[]
True,Config/eslint,6,[]
True,refactor: redirect to login screen after invitation accept,1,[]
True,Bug/undefined in invitation details/krisp 756,2,[]
True,Bug/change email sticky note/krisp 738 kirsp 750,3,[]
True,chore: save user_profile_status to local storage after verified,1,[]
True,Hotfix/fix css errors/krisp 736,5,[]
True,refactor: removed refetch queries and used update function,1,[]
True,remove member api integration,2,[]
True,refactor: fix bug not showing toast and modal not closed after succes…,1,[]
True,Refine UI - Logout Popover,1,[]
True,Hotfix/font issues fix due to css error,2,[]
True,refactor: fix loading bug,1,[]
True,refactor: new user screen layout fix,1,[]
True,chore: work place edit reflecting instantly,3,[]
True,Feature/view profile information/krisp 571,3,[]
True,Task/refine UI settings emoji picker/krisp 734,3,[]
True,Task/refine UI toasters/krisp 731,4,[]
True,contact upload and team member listing,8,[]
True,Task/form validation add members/krisp 462,5,[]
True,notifications on team setting on success operation,1,[]
True,Feature/verify email /krisp 730 ,9,[]
True,Task/contact page refine UI/krisp 692,8,[]
True,Feature/edit team,2,[]
True,Feature/edit workspace api integration/krisp 428,4,[]
True,Task/receipts,7,[]
True,refactor: revert back to first and last name,2,[]
True,changed regex for password with atleast 1 special character,1,[]
True,Feature/join with invitation link/krisp 490 ,24,[]
True,refactor: fix undefined user and toast message not showing in success,1,[]
True,Hotfix/client side sorting,4,[]
True,feat: api integration resend verification link,2,[]
True,Confirm  Email,1,[]
True,Task/alert change email,5,[]
True,Task/billing/krisp 682,5,[]
True,Task/inbox page refine UI/krisp 651,3,[]
True,team create,2,[]
True,"Feature/billing cards/krisp 663 ,664",11,[]
True,Feature/contact detail integration/krisp 647,11,[]
True,Task/numbers listing/krisp 519,3,[]
True,"Feature/billing plans overview/krisp 648, 649",10,[]
True,Task/refine UI work on fixes/krisp 639,4,[]
True,Feature/contact page refine UI/krisp 605,5,[]
True,Task/route changes,5,[]
True,Feature/invite member/krisp 462,7,[]
True,refactor: Errorpage Refinement,2,[]
True,Task/registered member invitation screen/krisp 633,4,[]
True,"refactor:remove copy link,cancel, and add back button",1,[]
True,Feature/team page UI/krisp 601,10,[]
True,Feature/contact page refine UI/krisp 600,4,[]
True,"design fixes for login,forgotpasswprd,memberinvite page",1,[]
True,Task/phone input customaization/krisp 572,2,[]
True,Task/auth screen new design/krip 566,8,[]
True,Task/contact refinement/krisp 524,22,[]
True,Task/invitee login screen/krisp 555,7,[]
True,Refine UI - settings/members,1,[]
True,Task/registration updated api integration,3,[]
True,Feature/team/krisp 447,8,[]
True,popup issue with team mutation cleanup,1,[]
True,refactor: team add with add button,1,[]
True,Feature/cleanup contact add,4,[]
True,Feature/settings page refine UI/krisp 496,3,[]
True,Feature/settings page refine UI/krisp 496,478,[]
True,Task/radio box,5,[]
True,Task/add button in sideworkspacebar/krisp 505,3,[]
True,bugs: fix design broken in production,1,[]
True,Refine UI Settings/Members,3,[]
True,Tassk/form fields refactor/krisp 466,4,[]
True,refactor: replace checkbox with radio,1,[]
True,Task/globalstyle modularization/krisp 448,8,[]
True,Feature/add channel form/krisp 446,10,[]
True,Feature/user verification status alert,3,[]
True,phone input field hooking react form,6,[]
True,Fix spacing in pop up forms,1,[]
True,Task/add perfect scrollbar,2,[]
True,Features/call box related/krisp 344,4,[]
True,refactor: types of onchange,1,[]
True,Feature/settings page refine UI/krisp 418,5,[]
True,refactor: fix margin-bottom problem between two fields,1,[]
True,created separate HOC for public routes,2,[]
True,Refactor/share access,2,[]
True,Refactor/csv parser,4,[]
True,Task/design implementation logout popover/krisp 420,2,[]
True,refactor: choose one language at a time and discard multipleselection,2,[]
True,Refine Settings UI - Billing & Plans,1,[]
True,api integration for user registration,1,[]
True,Feature/first launch screens/krisp 404,5,[]
True,Feature/settings page refine UI/krisp 396,3,[]
True,Feature/share access/krisp 397,3,[]
True,Feature/settings page refine UI/krisp 391,3,[]
True,design implementation for adding new workspace,3,[]
True,Feature/validation signup form/krisp 393,4,[]
True,Task/add member steps form/krisp 392,6,[]
True,Refine Settings UI - Contacts,2,[]
True,Feature/design implementaion/krisp 390,3,[]
True,refactor: emoji picker set flag as default first,1,[]
True,"Refine Settings UI - Edit, Change Popups",1,[]
True,Feature/map imported contact fields/krisp 370,4,[]
True,[WIP] Feature/contact import/krisp 368,5,[]
True,Feature/settings page refine UI/krisp 361,3,[]
True,Task/tooltip in settings contact/krisp 362,2,[]
True,folder naming conflict resolved,1,[]
True,Feature/settings page refine UI/krisp 352,3,[]
True,Task/profile image upload component/krisp 327,4,[]
True,Task/form submit from modal/krisp 353,11,[]
True,Task/tooltip for sidenavbar,7,[]
True,UI,10,[]
True,UI,292,[]
True,Hotfix/addworkspace api integration,2,[]
True,Feature: contact api integration (WIP),13,[]
True,Task/call flow strategy setup component,10,[]
True,Hotfix/side nav design issues,6,[]
True,Feature/inbox page refine UI/krisp 343,4,[]
True,fixed design issue of sidenav bar,1,[]
True,UI,40,[]
True,Task/sidebar design fixes,3,[]
True,Task/fix layout design,3,[]
True,Feature/call states/krisp 318,8,[]
True,Task/refactor sidebar component,4,[]
True,Task/add workspace page fixes,2,[]
True,feat: conversation dropdown option component,1,[]
True,Feature/inbox page refine UI/krisp 285,11,[]
True,Feature/settings language and emoji component/krisp 304,8,[]
True,Add New workspace for new user.,7,[]
True,Feature/workspace channel teams/krisp 271,4,[]
True,Feature/settings pages/krisp 270,27,[]
True,Feature/multiple states/krisp 223,3,[]
True,Feature/workplace and integrations settings/krisp 265,9,[]
True,Feature/edit fields modal/krisp 254,11,[]
True,Feature/contacts setting/krisp 251,35,[]
True,Feature/login page languages dropdown,3,[]
True,Feature/refine design/krisp 242,9,[]
True,Feature/interactive chatbox/krisp 212,14,[]
True,Feature/chatbox lyout refine/krisp 210,8,[]
True,Feature/user restriction/krisp 209,4,[]
True,Feature/localization/krisp 206,5,[]
True,Feature/sidebar refinement/krisp 202,17,[]
True,Feature/auth api integration/krisp 170,4,[]
True,Feature/contact table UI/krisp 199,5,[]
True,media query breakpoint made reusable,1,[]
True,Feature/login UI redesign/krisp 177,10,[]
True,Features/number settings/krisp 185,9,[]
True,Feature/settings/krisp 175,15,[]
True,Feature/contact page components/krisp 164,18,[]
True,Develop,62,[]
True,fixes: fields component confilct in textbox,2,[]
True,feat: errors page and empty contact page,2,[]
True,Feature/auth system/krisp 89,4,[]
True,Feature/chatbox/krisp 93,36,[]
